,PII,SMT,APL,MAT,PRO,DSC,CMT,SPL
31590,0016703766901190,['digestion'],[],"['zinc', 'calcium carbonate', 'ZnCO3', 'CaCO3', 'Zn(II)', 'Ca(II)', 'aragonite', 'carbonates', 'calcite', 'aragonite', 'calcium carbonate']","['precipitation temperature', 'partition coefficient D', 'solubility product constants K(calcite)', 'K(smithsonite)', 'activity coefficient', 'γ', 'complex ion chemistry', 'composition']","['precipitates', 'solid solution', 'crystals', 'precipitates']",[],['calcite']
31591,0016703765900864,[],[],"['clay', 'calcite', 'CO2-F-apatite', 'phillipsite', 'gypsum', 'strontianite', 'celestite', 'aragonite', 'Mg', 'SO4', 'Salina', 'Niagaran', 'Ca']","['composition', 'concentration', 'ocean compositions', 'Mg compositions']",[],['Liquid inclusion analyses'],['OH - apatite']
31592,0016703767900403,['hydration'],[],"['Si', 'Al', 'feldspar', 'Si', 'Al', 'Al', 'Al(OH)3', 'Si', 'Si', 'Al(OH)3', 'hydrated silicate', 'Al(OH)3', 'Al - silicate']","['Si concentration', 'Si concentration']",['layer'],[],[]
31593,0016703767901184,[],[],"['phosphate', 'brianite Na2CaMg(PO4)2', 'panethite ( Na , Ca)2(Mg , Fe)2(PO4)2', 'phosphate', 'silicate', 'Dayton']","['Chemical', 'optical', 'physical']",['nodules'],[],[]
31594,0016703767900415,['fusion technique'],[],"['silicates', 'Li2B4O7-Li2CO3', 'SiO2', 'CaO', 'CaO']","['interelemental absorption', 'correction coefficients', 'compositions', 'SiO2 contents']",[],"['X-ray spectrochemical analysis', 'standard curves']",[]
31595,0016703767901317,[],[],"['iron', 'nickel', 'cobalt', 'calcium', 'chromium', 'manganese', 'chondrites', 'carbonaceous chondrites', 'enstatite chondrites', 'silicate', 'pallasites', 'chondrites', 'iron', 'low - iron', 'iron', 'nickel', 'cobalt', 'calcium', 'manganese', 'chondrites', 'Ca Mn', 'carbonaceous chondrites', 'high - iron chondrites', 'Ca']","['high - iron', 'low - iron', 'high - iron', 'Fe : Ca', 'Ca : Mn', 'Fe : Ca', 'Ca : Mn ratios', 'composition', 'Ca']",[],['X-ray fluorescence'],"['achondrites', 'achondrites', 'achondrites', 'achondrites']"
31596,0016703768900781,[],[],"['olivineaugite', 'Makaopuhi', 'Parikkala', 'nickel', 'hornblende', 'hornblende', 'hornblende']","['nickel partition coefficient', 'crystallization temperatures', 'partition coefficients']","['surface', 'gabbro']",[],"['olivine', 'orthopyroxene', 'olivine', 'orthopyroxene', 'augite', 'orthopyroxene', 'augite']"
31597,0016703769900209,[],[],"['chlorapatite', 'whitlockite', 'chondrites', 'chlorapatite', 'chondrites']",['compositions'],[],['electron microprobe'],"['chondritic', 'pyroxenes']"
31598,0016703769901100,[],[],"['rubidium', 'strontium', 'dunite DTS-1', 'peridotite PCC-1', 'rubidium', 'pyroxene Px-1']",[],[],"['X-ray fluorescence spectrometry', 'isotope dilution']",[]
31599,0016703768901063,[],[],"['sulfate', 'carbonate', 'calcium', 'carbonate', 'San Pedro', 'Santa Catalina', 'SC', 'carbonate', 'SC', 'calcium', 'sulfate', 'calcium', 'sulfate', 'Santa Catalina', 'carbonates', 'calcium carbonate', 'calcium carbonate', 'calcium']","['C13 / C12 ratios', 'SC', 'δC13', 'metabolic activity']","['surface', 'surface', 'surface']",[],[]
31600,0016703769901562,[],[],"['calcium carbonate', 'calcium carbonate', 'calcium carbonate']",['molal volume'],[],[],[]
31601,0016703768900112,['isotropic annealing'],['barometer'],"['kamacite', 'α-iron', '∈-iron', 'kamacite', 'kamacite']","['disorder', 'disorder']",[],"['X-ray diffraction', 'X-ray diffraction', 'optical microscopy']",[]
31602,0016703768900744,[],['high - resolution lithium - drifted germanium detectors'],"['59Fe', 'ahnost', 'abyssal basalt', 'rhyolite obsidian', 'zircon']","['geochemical differentiation', 'elemental ratios', 'K Cs', 'Ba Cs', 'Zr Hf ratios']",['igneous rocks'],['Instrumental neutron activation analysis'],[]
31603,0016703770901328,[],[],"['calcite', 'calcite', 'CaCO3', 'CaCO3']","['stability', 'dissociation constant', 'K CaCO 3 °']",[],[],[]
31604,0016703771900238,"['sectioning', 'exchange technique']",[],"['sodium', 'albite', 'sodium']","['diffusion coefficients', 'activation energy', 'activation energy']",[],[],[]
31605,0016703770901444,[],[],"['Onverwacht carbonaceous chert', 'chert']","['porosity', 'permeability']",[],[],['Precambrian']
31606,0016703770900037,[],[],"['albumin', 'carbonate', 'carbonate', 'Calcite']",[],"['surfaces', 'surfaces']",[],[]
31607,0016703769901793,"['mechanical deformation', 'thermal alterations', 'Shock heating', 'homogenization', 'rapid cooling', 'rapid cooling']",[],"['hypersthene chondrite Ramsdorf', 'troilite', 'Ni', 'kamacite', 'Ni', 'taenite', 'Ni', 'silicate', 'feldspar', 'CaO', 'CaO', 'enstatite-ferrosilite-diopside-hedenbergite', 'Chromite', 'silicate', 'silicate', 'troilite', 'Ni', 'troilite', 'Ramsdorf']","['40Ar-40K - gas retention ages', 'mechanical alterations', 'Ni - content', 'solid state lattice diffusion', 'immiscibility gap', 'mechanical deformations', 'cosmic ray exposure age-or', 'radiogenic gas retention age']","['chondrule', 'glass', 'glass interfaces', 'crystals', 'glassy', 'matrix', 'crystals']",[],"['pyroxenes', 'clinopyroxenes', 'pyroxene', 'pyroxene']"
31608,0016703770900414,[],[],[],"['Ω', 'apparent thermodynamic constants', 'constants', 'Ω', 'A t', 'ΣCO2', 'ΣCO2']",[],[],"['calcite', 'aragonite']"
31609,0016703772900361,[],[],"['ultramarines', '( Na(6-x)Al(6-x)Si(6+x)O24.Na2S4', 'sodalite', 'Na6Al6Si6O24', 'nosean', 'Na6Al6Si6O24.Na2SO4', 'silicates', 'nepheline', 'NaAlSiO4', 'sodalite', 'nosean', 'nepheline', 'Jadeite', 'NaAlSi2O6']",['electrical conductivities'],['intercrystalline'],"['Bridgman anvil press', 'a.c.', 'd.c. methods']",[]
31610,0016703771901323,['heating'],[],"['humic acids', 'solonetz', 'chernozem']","['thermal stabilities', 'stability']",['soils'],[],[]
31611,0016703771900706,[],[],[],"['Al26 concentration', 'potassium contents']",['meteorites'],[],[]
31612,001670377290083X,[],[],"['K2CO3', 'Na2CO3', 'K2CO3', 'Na2CO3', 'K2CO3', 'Na2CO3', 'CaCO3', 'calcium carbonate', 'calcium carbonate']","['partial molal volumes', 'v s', 'v', 'v', 'v CaCO3', 'v', 'solubility product', 'pressure coefficient of the solubility']",[],[],[]
31613,0016703771900573,"['oxidized', 'oxidation', 'oxidized']","['Deep sea hemipelagic sediments', 'deep sea sediments']","['Mn', 'Ni', 'Co', 'P', 'La', 'Cr', 'V', 'U', 'S', 'Mn', 'Ni', 'Co', 'Cr', 'V', 'U', 'P', 'La', 'Fe', 'Cu', 'Th', 'Mn', 'Ni', 'Co', 'P', 'La', 'V', 'Cr', 'U', 'U', 'Fe-Mn', 'Mn', 'Ni', 'Co.']","['geochemistry', 'Eh', 'concentration of nitrogen', 'Postdepositional mobility', 'diagenetical mobility', 'Postdepositional mobility', 'elemental content', 'composition']","['core', 'nodules']","['age determinations', 'Th230 Th232', 'Th230 Pa231']",[]
31614,0016703771900688,[],[],"['calcium - magnesium carbonate', 'travertines', 'cements', 'Calcite', 'calcite', 'Calcite', 'CaCO3', 'Ca0.5Mg0.5CO3', 'Dolomite', 'Ca0.6Mg0.4CO3', 'Ca0.5Mg0.5CO3', 'Ca-Mg carbonates', 'alluvium', 'Mg', 'carbonates', 'Mg', 'CaCO3', 'C13', 'dolomite', 'calcite', 'C14', 'Ca-Mg carbonates', 'Ca-Mg carbonates', 'calcite', 'MgCO3', 'dolomite', 'calcite']","['composition', 'compositions', 'composition', 'isotopic equilibrium', 'thermodynamic disequilibrium', 'stable isotope', 'δC 13', 'Mg content', 'C14 ages']","['solid solutions', 'conglomerate']",[],[]
31615,0016703773902019,[],[],"['feldspar', 'Luna 20', 'An87', 'K', 'Mg', 'Fe', 'anorthite', 'feldspar']","['Minor element contents', 'composition']","['soil', 'Singlecrystal']","['Electron - microprobe', 'X-ray']",[]
31616,0016703773901440,[],[],"['nephelinite', 'basanite', 'calcium', 'calcium', 'magnesium', 'iron', 'clinopyroxene', 'calcium', 'magnesium', 'iron', 'calcium']",['silica activity'],"['phenocrysts', 'lavas', 'lavas']",['Microprobe analyses'],"['olivine', 'Tholeiitic', 'olivine', 'olivine']"
31617,0016703773902202,[],[],"['Mg', 'Al', 'Si', 'oxides', 'MK', 'oxides', 'oxides']","['ME α', 'ME β', 'OK α', 'satellite energies', 'metal', 'electronic structures']",[],"['molecular orbital calculations', 'X-ray emission', 'OK α']",[]
31618,0016703772901172,[],[],"['phosphate', 'quartz', 'iron', 'K-feldspar', 'K-mica', 'phosphate', 'clay', 'illite', 'phosphate', 'K-silicates', 'illite', 'glauconite', 'phosphate', 'phosphate', 'clay', 'phosphorites', 'phosphate', 'non-K-clay', 'phosphate', 'glauconite']",['K — Ar ages'],"['sands', 'amorphous', 'grains']","['thin section', 'Chemical analyses', 'electron microscope']",[]
31619,001670377390224X,['reheating'],[],"['melilitee', 'titaniferous pyroxenes', 'calcium-', 'aluminum', 'carbonaceous chondrites']",['Chemical compositions'],"['inclusions', 'inclusions', 'Glasses', 'chondrules', 'inclusions']",['Thermodynamic calculations'],[]
31620,0016703773902329,"['irradiation', 'grinding', 'irradiation', 'irradiated']",[],"['lithium tetraborate', 'Na', 'Mg', 'Al', 'Si', 'P', 'glass', 'glass']",['surface diffusion'],"['glass discs', 'surface', 'disc', 'discs']",[],[]
31621,0016703774900684,['hydrolysis'],[],"['calcium silicates', 'silica']",[],[],[],[]
31622,0016703774901653,[],[],"['Co', 'Ge', 'iron', 'FeS', 'Ge', 'Co', 'iron meteorites', 'Ge', 'Co.']","['siderophile', 'metallic', 'metal']",[],['Hydrothermal studies'],"['olivine', 'troilite', 'sulfide']"
31623,0016703774900982,['quenched'],[],"['CaMgSi2O6', 'Ca3Si3O12', 'CaAl2Si2O8', 'Eu', 'CaMgSi2O6', 'Ca3Al2Si3O12']","['redox equilibrium', 'ΔH0', 'Eu anomaly', 'distribution coefficients', 'compositions']",[],"['electron paramagnetic resonance', 'EPR']",[]
31624,0016703773902901,"['sorption experiments', 'calcification']",[],"['phosphorus', 'carbonate mud', 'carbonate', 'calcite', 'carbon', 'phosphorus', 'carbonate', 'carbonate cement']","['Surface area', 'grain size', 'surface sorption', 'specific surface area', 'surface area', 'mineralogy', 'composition', 'structure', 'structure', 'mineralogy', 'orientation']","['particles', 'surface', 'particles', 'layers', 'layers']",[],[]
31625,0016703773902871,['partial fusion'],[],"['nickel', 'chromium', 'Iherzolites']","['chemical compositions', 'crystal structures', 'mineral structures', 'crystal structure', 'structures', 'refractory']",['mantle'],[],[]
31626,0016703774900957,"['metamorphic', 'sedimentary', 'metamorphic']","['calc - alkali basalt', 'ocean floor basalts', 'calc - alkali basalts']","['Y', 'Y', 'Ca', 'plagioclase', 'kaersutite', 'clinopyroxene', 'calcite', 'CaO', 'hornblende', 'orthopyroxene', 'zircon', 'K', 'Na', 'plagioclase', 'shales', 'sandstones', 'limestones', 'Y', 'Y', 'Ca', 'Y', 'Ca', 'Y', 'Ca', 'hornblende', 'plagioclase', 'clinopyroxene', 'Y', 'Y']","['igneous', 'Ca contents', 'Ca / Y', 'Ca / Y', 'calc - alkali', 'partition coefficients']",[],[],"['augitic', 'garnet', 'apatite', 'sphene', 'augitic', 'hornblendic', 'pyroxenic']"
31627,0016703775901702,['heat - treated'],[],"['phytol', 'dihydrophytol']",[],[],[],[]
31628,0016703775901696,"['heat - treated', 'thermal - degradation']",['photosynthetic pigments'],"['β-carotene', 'nickel porphyrins', 'etio']",['geochemical significance'],[],[],[]
31629,0016703775900277,['oxidation'],[],"['chromium', 'oxides', 'Cr', 'Cr', 'Cr2O3', 'Fe2O3', 'Al2O3', 'chromium oxides', 'chromium', 'chromium', 'chromium sulfides']","['thermodynamics of reactions', 'metallic']","['solid solutions', 'solid solutions']",[],"['spinels', 'spinels', 'garnets', 'pyroxenes', 'Magneli']"
31630,0016703776902040,"['hydrothermale', 'pegmatite', 'hydrothermal solution', 'ion exchange']","['geothermometrie', 'geothermometry']","['Na', 'Rb', 'Cs', 'silicates', 'feldspath potassique', 'KAlSi3O8', 'muscovite KAl3Si3O10(OH)2', 'phlogopite', 'KMg3AlSi3O10(OH)2', '( X K )aq / ( X K )m ( X pour Na , Rb ou Cs )', 'Na', 'Cs', 'muscovite', 'silicates', 'Na', 'Cs', 'Rb', 'potassium', 'mineraux', 'Na', 'Cs', 'Rb', 'Na', 'Rb', 'Cs', 'mII', 'Rb', 'phlogopite', 'feldspath', 'Rb', 'Cs', 'muscovite', 'feldspath', 'granites', 'Na', 'Rb', 'Cs', 'muscovite', 'phlogopite', 'sanidine', '( X K )aq ( X K )m ( where X is Na , Rb or Cs )', 'Na', 'Cs', 'muscovite', 'silicates', 'Na', 'Cs', 'Rb', 'Na', 'Cs', 'Rb', 'silicate', 'Na', 'Rb', 'Cs', 'mI', 'mII', 'K', 'Rb', 'phlogopite', 'feldspar', 'Rb', 'Cs', 'muscovite', 'feldspar', 'pegmatite']","[""constante d'equilibre κ"", ""constante d'equilibre"", 'P x', 'k x', 'fonction log P x', 'rapports de partage Qx', 'Q x', 'composition', 'partition ratio P aq-m x', 'equilibrium constant k x', 'P aq-m x', 'k', 'P x', 'k x', 'k x', 'log Px', 'standard enthalpy', 'entropy of exchange reactions', 'partition ratio Q x', 'Q x', 'major element composition']",[],"['Arrhenius relation', 'distribution relations']",['granites']
31631,0016703777901533,"['calcified', 'calcified', 'calcified']",[],"['calcium carbonate', 'carbonate', 'calcium carbonate', 'calcareous', 'carbonate']","['grain sizes', 'specific surface area', 'composition', 'composition', 'amino acid composition', 'arginine / ornithine ratios', 'amino acid spectrum', 'fine grained', 'composition']","['surface layers', 'sediment particles', 'surface', 'layer', 'layer', 'substrate', 'monolayer', 'layer']",[],[]
31632,0016703778902454,['crushed'],[],['olivine'],"['lattice imperfections', 'dislocations', 'cleavage planes', 'specific surface area', 'surface area']","['surfaces', 'layers']","['Scanning electron microscope', 'SEM', 'SEM', 'diffusion controlled models']","['olivine', 'olivine', 'olivine']"
31633,001670377890217X,['thermal alteration'],[],"['Nostoc muscorum', 'Rhodopseudomonas', 'montmorillonite', 'phytane', 'Phytane', 'Montmorillonite', 'Nostoc muscorum', 'Rhodopseudomonas spheroides']",[],['spherodes'],[],[]
31634,0016703777902915,['alteration'],['boiling pools'],"['andesite', 'potassium-sodium-hydronium jarosite', '( K0.56Na0.39H+ 3O0.05 ) (Al0.16Fe0.84)3 (SO4)2(OH)6', 'akaganeite', 'β-FeOOH', 'goethite', 'α-FeOOH']",[],"['surface', 'boulders', 'rock fragments']","['Mossbauer spectroscopic', 'X-ray diffraction']",[]
31635,001670377890100X,[],[],"['Mg', 'Mn', 'Fe', 'Co', 'Ni', 'clinopyroxene', 'Mg', 'Mg', 'Mn-Mg']","['ΔS', 'ΔV', 'KD', 'ion distribution coefficients', 'D', 'point defect equilibria', 'defect sites', 'Metastable defect equilibria', 'grain boundaries']","['solid solution', 'crystals', 'crystal', 'surfaces', 'crystal']","['thermochemical', ""Henry 's law""]","['olivine', 'orthopyroxene', 'calcic']"
31636,0016703778900959,[],['furnaces'],"['nickel', 'cobalt', 'manganese', 'calcium', 'clinopyroxenes', 'silicate', 'albite-anorthite-diopside', 'basalt', 'transition metal oxides', 'clinopyroxene', 'Ni', 'Co', 'Mn', 'Diopside', 'nickel', 'Ni', 'Ni', 'nickel', 'cobalt', 'diopside', 'manganese', 'Ab-An-Di', 'clinopyroxene', 'basalt', 'Ni', 'Co', 'clinopyroxene', 'silica', 'SiO2', 'TiO2', 'KAlO2', 'NaAlO2', 'Ca0.5AlO2', 'CaO', 'CaO', 'MgO', 'FeO', 'FeO1.5']","['Distribution coefficients', 'compositions', 'compositions', 'distribution coefficients', 'distribution coefficients', 'Ordinary weight ratio distribution coefficients', 'composition', 'compositions', 'liquid distribution coefficients', 'equilibrium constant', 'Activities', 'activity', 'activity', 'Activities', 'activities', 'equilibrium constant', 'trace element distribution coefficients', 'compositions']","['Bulk', 'doped']","['electron microprobe', 'concentration model', 'viscosity model', 'BOTTINGA and WEILL']",['pyroxenes']
31637,0016703778902545,"['heating', 'heated', 'highly - altered', 'metamorphic', 'shock - heated', 'heavily - metamorphosed', 'metamorphic']",[],"['Murchison', 'Murchison', 'ferromagnesian silicates', 'Cr', 'kamacite', 'taenite', 'troilite', 'Ni-', 'Co-rich', 'pentlandite', 'Cr', 'magnetite', 'Ni', 'sulfide', 'chondrites', 'Murchison', 'C30', 'ordinary chondrites', 'C5-6 chondrite', 'Mulga West', 'C30']","['Fa', 'Fs contents', 'Mg / Si', 'Ca / Si', 'Ai / Si', 'Cr / Si', 'Fe / Si', 'Ni / Si', 'S / Si', 'Ni', 'thermodynamicallycontrolled', 'metal']",[],[],"['chondritic', 'chondrule', 'olivine']"
31638,0016703778901771,[],[],"['NaCl-KCl-H2O', 'MgCl2-NaCl-H2O']","['diffusion coefficients', 'ionic conductances', 'water activities', 'diffusion mechanism', 'on - diagonal D v ik', 'D v ik', 'off - diagonal coefficients', 'diffusion coefficients', 'D v 11 D v 22', 'D v 21', 'off - diagonal coefficients']",[],[],[]
31639,0016703779900851,[],[],"['transition metal dolomites [ CaR2+(CO3)2 where R2+ is Fe , Co , Ni , Cu', 'Zn', 'Mg', 'dolomite', 'Fe', 'siderite', 'ankerite', 'Ca', 'Co', 'Ni', 'Cu', 'Zn', 'Mg', 'carbonates', 'dolomites', 'Mg', 'Mn', 'Zn', 'Fe', 'Co', 'Ni', 'Cu', 'Fe', 'dolomite', 'CaFe(CO3)2', 'CaCO3-MgCO3-FeCO3', 'dolomite', 'Mn-', 'Zn', 'dolomites', 'Zn', 'dolomite', 'CaZn(CO3)2', 'CaCO3-MgCO3-ZnCO3', 'transition metal dolomites', 'CaCO3']","['Jahn - Teller effect', 'free energy of formation', 'ΔGo f', 'ΔGo f(dolomite)', 'stabilities', 'stability', 'ΔGo f(est', 'stability', 'ΔGo f', 'AGo f']","['solid solution', 'solid solution']",[],[]
